index,name,price,number_of_comment,brand,CPU,hardware_size,RAM,resolution,display,comment
33,Laptop Lenovo Ideapad S145-15API 81UT00F1VN (AMD R5-3500U/ 4GB DDR4 2400Mhz/ 512GB M.2 2280 PCIe/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,11099000,5,Lenovo,AMD Ryzen R53500U Processor,512,4,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
33,Laptop Lenovo Ideapad S145-15API 81UT00F1VN (AMD R5-3500U/ 4GB DDR4 2400Mhz/ 512GB M.2 2280 PCIe/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,11099000,5,Lenovo,AMD Ryzen R53500U Processor,512,4,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
34,Laptop Asus ExpertBook P2451FA-EK0261 (Core i5-10210U/ 8GB DDR4 2666MHz/ 256GB SSD PCIE G3X4/ 14 FHD/ DOS) - Hàng Chính Hãng ,15499000,5,Asus,Intel Core i510210U 16GHz up to 42GHz 6MB,256,8,Full HD 1920 x 1080,14 ,hàng mới nhưng bị bóc seal trước khoảng 3 tháng máy mới nguyên chất lượng ổn
34,Laptop Asus ExpertBook P2451FA-EK0261 (Core i5-10210U/ 8GB DDR4 2666MHz/ 256GB SSD PCIE G3X4/ 14 FHD/ DOS) - Hàng Chính Hãng ,15499000,5,Asus,Intel Core i510210U 16GHz up to 42GHz 6MB,256,8,Full HD 1920 x 1080,14 ,Hài lòng  Giao hàng đúng hẹn Đóng hàng cẩn thận  không bị sứt mẻ gì Lap top chạy tốt Sẽ tiếp tuc mua hàng tại Tiki trading
34,Laptop Asus ExpertBook P2451FA-EK0261 (Core i5-10210U/ 8GB DDR4 2666MHz/ 256GB SSD PCIE G3X4/ 14 FHD/ DOS) - Hàng Chính Hãng ,15499000,5,Asus,Intel Core i510210U 16GHz up to 42GHz 6MB,256,8,Full HD 1920 x 1080,14 ,đóng gói cẩn thận hàng mới nguyên seal của tiki
34,Laptop Asus ExpertBook P2451FA-EK0261 (Core i5-10210U/ 8GB DDR4 2666MHz/ 256GB SSD PCIE G3X4/ 14 FHD/ DOS) - Hàng Chính Hãng ,15499000,5,Asus,Intel Core i510210U 16GHz up to 42GHz 6MB,256,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
34,Laptop Asus ExpertBook P2451FA-EK0261 (Core i5-10210U/ 8GB DDR4 2666MHz/ 256GB SSD PCIE G3X4/ 14 FHD/ DOS) - Hàng Chính Hãng ,15499000,5,Asus,Intel Core i510210U 16GHz up to 42GHz 6MB,256,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
35,Laptop MSI Bravo 15 A4DCR-052VN (AMD R5-4600H/ 8GB DDR4 3200MHz/ 256GB SSD M.2 PCIE/ RX 5300M 3GB GDDR6/ 15.6 FHD IPS/ Win 10) - Hàng Chính Hãng ,18699000,3,MSI,AMD Ryzen 5 4600H 30GHz up to 40GHz 8MB,256,8,Full HD 1920 x 1080,15.6 ,Hàng dùng oke nhưng mua về lại không có quà khuyến mãi của hãng
35,Laptop MSI Bravo 15 A4DCR-052VN (AMD R5-4600H/ 8GB DDR4 3200MHz/ 256GB SSD M.2 PCIE/ RX 5300M 3GB GDDR6/ 15.6 FHD IPS/ Win 10) - Hàng Chính Hãng ,18699000,3,MSI,AMD Ryzen 5 4600H 30GHz up to 40GHz 8MB,256,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
35,Laptop MSI Bravo 15 A4DCR-052VN (AMD R5-4600H/ 8GB DDR4 3200MHz/ 256GB SSD M.2 PCIE/ RX 5300M 3GB GDDR6/ 15.6 FHD IPS/ Win 10) - Hàng Chính Hãng ,18699000,3,MSI,AMD Ryzen 5 4600H 30GHz up to 40GHz 8MB,256,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
36,Laptop DELL Inspiron 15 7501 X3MRY1 (Core i7-10750H/ 8GB/ 512GB SSD PCIe/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,27869000,3,Dell, Intel Core i7 10750H 26GHz 12MB,512,8,Full HD 1920 x 1080,15.6 ,Không ý kiến về sản phẩm vì nó thuộc phạm trù của nhà sản xuất và hơn hết đó là lựa chọn cá nhân theo nhu cầu Riêng phần dịch vụ của Tiki có vài ý thế này  1 tôi đặt mua máy online theo hình thức thanh toán qua Visa Đặt mua ngày 15 hẹn giao ngày 21 đến ngày chưa thấy giao máy lúc 11h30 trưa 21 gọi nhân viên bảo sẽ xem lại tình trang đơn hàng rồi báo lại trễ nhất sau 24h Xong lặn mất tăm  2 đến 15h chiều ngày 22 tôi gọi lại nhân viên nghe máy và tiếp nhận thông tin vô cùng hời hợt thái độ kẻ cả Cải lại khách như chị hàng cá Bực mình tối nói gắt và mắng cho mấy câu Thế rồi lặn tiếp  Tới 17h30 tôi gọi lại lần 3 hỏi khi nào giao hàng nhân viên CSKH lại ậm ờ hẹn kiểm tra đơn hàng rồi báo Tới 20h cùng ngày gọi lại báo 23 ngày nữa hàng mới đến  Hôm nay 11h50 ngày 24 mới nhận được hàng Chờ ngót 9 ngày không có máy làm việc Cái dịch vụ sao mà nó vừa tồi vừa ngán ớn nhất cô nhân viên tiếp nhận thông tin lúc 15h30 ngày 2212
36,Laptop DELL Inspiron 15 7501 X3MRY1 (Core i7-10750H/ 8GB/ 512GB SSD PCIe/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,27869000,3,Dell, Intel Core i7 10750H 26GHz 12MB,512,8,Full HD 1920 x 1080,15.6 ,Giao nhanh máy dùng ổn trong tầm giá
36,Laptop DELL Inspiron 15 7501 X3MRY1 (Core i7-10750H/ 8GB/ 512GB SSD PCIe/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,27869000,3,Dell, Intel Core i7 10750H 26GHz 12MB,512,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
37,Laptop ASUS Zenbook UX434FLC-A6143T (Core i5-10210U/ 8GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,24599000,0,Asus,Intel Core i5,512,8,Full HD 1920 x 1080,14 ,
38,Laptop Acer Aspire 3 A315-56-37DV NX.HS5SV.001 (Core i3-1005G1/ 4GB RAM/ 256GB SSD/ 15 FHD/ Win10) - Hàng Chính Hãng ,9490000,1,Acer,Intel Core i31005G1,,256,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
39,Laptop Asus ZenBook UX425EA-BM066T (Core i5-1135G7/ 8GB LPDDR4X 3200MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,21699000,0,Asus,Intel Core i5,512,8,,14 ,
40,Laptop Lenovo V14-IIL 82C400W3VN (Core i5-1035G1/ 4GB DDR4 2666Mhz/ 256GB M.2 2242 PCIe NVMe/ 14 HD/ Dos) - Hàng Chính Hãng ,11029000,0,Lenovo,Intel Core i5,256,4,1920 x 1080 pixels,14 ,
41,Microsoft Surface Pro 7 (12.3/ i3-1005G1/ 4GB/ 128GB/ With Type Cover/ Platinum) - Hàng Nhập Khẩu ,18899000,0,Microsoft,10th Gen Intel Core i3,128,4,QHD 2736 x 1824,12.3 ,
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Asus luôn có chất lượng tốt trong tầm giá
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Giao hàng quá lâu đợi nhắc mới có hàng Laptop chất lượng ngon bổ rẻ
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Máy chạy nhanh hình thức đẹp độ bền thì chưa biết
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,giao hàng nhanh
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Hài lòng
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Hài lòng
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
42,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11990000,11,Asus,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,Cực kì hài lòng
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 , Về dịch vụ của Tiki Đơn hàng đặt vào ngày nghỉ nên phải chờ đợi lâu hơn Đến sát ngày mở app ra vẫn thấy đã tiếp nhận đơn hàng mình liền hỏi Tiki liệu có kịp không Đến sáng ngày hẹn giao hàng thì thấy trạng thái đã đóng gói sẵn sàng giao hàng Lát sau thấy tin nhắn hàng sẽ được giao sau 30 phút Và đúng thế thật mình nhận hàng vào lúc 10 giờ sáng ngày hẹn giao hàng Hàng nguyên kiện được bọc thêm xốp chống sốc rất dày và chắc chắn  5 sao cho Tiki   Về sản phẩm Hàng được kích hoạt bảo hành từ tháng 7 tức là trước ngày mình mua 40 ngày Thực ra điều này bình thường vì nhà cung cấp có thể cung cấp thêm vài phần mềm miễn phí hoặc cài đặt hệ điều hành Hàng không có tì vết chạy mượt mà Mình có định kiến với chip AMD vì từng phải trả giá đắt vì nó 10 năm trước Tuy nhiên bạn lớn trong nhà chọn chiếc máy này thì mua thôi   Sau 1 tuần chưa phát hiện điều gì bất ổn
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Nhận được sản phẩm thì bị lỗi kĩ thuật Báo lỗi cho tiki ngày 158 trả hàng về tiki Bên Tiki báo đang thẩm định lỗi Hôm nay là ngày 278 vẫn không có thông báo gì về lỗi cũng như giao hàng Gửi email thì không thấy trả lời gọi tổng đài thì nói chung chung không đưa ra hướng giải quyết  tư vấn viên nói là cứ chờ bên tiki sẽ báo rồi cũng không thấy đâu Thật sự rất thất vọng về cách làm việc của Tiki  Mong Tiki sớm phản hồi và giải quyết nhanh chóng
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Mình rất hay mua hàng giá trị lớn trên Tiki Lần này hơi không như ý 1 Máy hơi lem bên ngoài 2 Hơi thất vọng máy không tặng kèm nổi túi hay gì luôn biết vậy mình ra store mua rồi 3 Tại sao pin sạc hoài nhưng chỉ đến 97 là dừng không thể nào lên 100 Có phải máy bị lỗi không Tiki trả lời sớm giúp mình
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Mình vừa đặt Tiki giao hàng nhanh giao hàng khá đúng giờ  Nhưng đến tối muộn mình mới có thời gian kiểm tra máy Khi kiểm tra máy thì mình thấy nhiều điểm   Giấy hướng dẫn sử dụng bị nhàu như có ai đã vo xong bỏ vào hộp lại   Mặt dưới máy có nhiều dấu vân tay   Máy không thể mở lên được mặc dù đã cắm sạc hơn 30p  Mình không rõ đây có phải là hàng bị trả lại rồi bán tiếp hay không Tiki giải quyết vấn đề này giúp mình nhé
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Mình kiểm tra tình trạng của pin thì ko còn full mà chai  hiển thị lúc báo tình trạng pin còn 4 tiếng hơn lúc sau còn 2 tiếng hơn mặt dù còn 80 Không hài lòng
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,tại sao khi đang từ 1 tab khác mà quay lại youtube nó lại như này ạ Dùng chorme rất hay bị giật hay bị out ra khi xem video trên face ạ Rất mong được giải đáp sớm ạ
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Khi ấn nút dừng bên youtube chuyển sang 1 tab khác sau đó quay lại youtube thì bị lỗi như hình Tiki thu hồi đổi sản phẩm giúp mình được không 
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Rất hài lòng với sản phẩm mình sử dụng 1 tuần rồi không có vấn đề gì tuy nhiên giao hàng hơi lâu mình đặt hàng đúng 2 tuần mới nhận được
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Máy sử dụng được hơn tháng sài ổn chưa thấy lỗi gì Ổ SSD chạy nhanh Tiếc là không có đèn nền bàn phím và màn hình độ sáng hơi yếu
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Nhìn chung thì sau khi nhận hàng vào sử dụng thì không có vấn đề gì cả
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Dùng được hơn 1 tuần hàng ngon giá tốt Build cũng rất đẹp Thích dạng mỏng nhẹ cấu hình tốt này của asus
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Sản phẩm khá ngoncó lỗi nhỏ ko hiểu sao em ko dc bóc séc mớitem đã bị bócnhưng kiểm tra hàng thì ko sao
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Máy thực tế đẹp nguyên seal đóng gói kỹ không có gì để phàn nàn Được tặng Windows 10 Home bản quyền đi kèm
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Ngon so với tầm giá về mua cây 8g nữa nâng lên dc 12g ram
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Sản phẩm bị lỗi màn hình Khá thất vọng
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,hơi hụt hẫng vì mình làm việc đêm nên khá là cần tính năng này ngoài ra mọi cái khác đều ok
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Hài lòng về sản phẩm Đóng gói cẩn thận giao hàng nhanh
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Hình thức bảo hành ntn hả shop
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,máy mẫu mã   đẹp chạy  tốt
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Hài lòng
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Dùng được hơn 1 tuần hàng ngon giá tốt Build cũng rất đẹp Thích dạng mỏng nhẹ cấu hình tốt này của asus
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Sản phẩm khá ngoncó lỗi nhỏ ko hiểu sao em ko dc bóc séc mớitem đã bị bócnhưng kiểm tra hàng thì ko sao
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Máy thực tế đẹp nguyên seal đóng gói kỹ không có gì để phàn nàn Được tặng Windows 10 Home bản quyền đi kèm
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Ngon so với tầm giá về mua cây 8g nữa nâng lên dc 12g ram
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Sản phẩm bị lỗi màn hình Khá thất vọng
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,hơi hụt hẫng vì mình làm việc đêm nên khá là cần tính năng này ngoài ra mọi cái khác đều ok
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Hài lòng về sản phẩm Đóng gói cẩn thận giao hàng nhanh
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Hình thức bảo hành ntn hả shop
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,máy mẫu mã   đẹp chạy  tốt
43,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng ,14190000,21,Asus,,512,8,Full HD 1920 x 1080,15.6 ,Hài lòng
44,Laptop Asus Vivobook A512DA-EJ829T (AMD Ryzen 3-3200U/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,10799000,4,Asus,,512,4,Full HD 1920 x 1080,15.6 ,máy đẹp 4g ram hơi yếu màn thì ổn thôi
44,Laptop Asus Vivobook A512DA-EJ829T (AMD Ryzen 3-3200U/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,10799000,4,Asus,,512,4,Full HD 1920 x 1080,15.6 ,máy kêu hơi to chút và ko có đèn bàn phím vậy thôi
44,Laptop Asus Vivobook A512DA-EJ829T (AMD Ryzen 3-3200U/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,10799000,4,Asus,,512,4,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
44,Laptop Asus Vivobook A512DA-EJ829T (AMD Ryzen 3-3200U/ 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,10799000,4,Asus,,512,4,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
45,Laptop ASUS TUF Gaming A17 FA706II-H7125T (AMD Ryzen R5-4600H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X2  1x slot SATA3 2.5"/ GTX 1650Ti 4GB/ 17.3 FHD IPS  120Hz/ Win10) - Hàng Chính Hãng ,20799000,1,Asus,,512,8,Full HD 1920 x 1080,17.3 ,Máy mới xịn sò
46,Laptop Asus Vivobook 15 A512FA-EJ2006T (Core i3-10110U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,11790000,1,Asus,Intel Core i310110U 21GHz up to 41GHz 4MB,256,4,Full HD 1920 x 1080,15.6 ,máy chính hãng dùng ổn chưa có vấn đề gì phát sinh ship HN hơi lâu
47,Laptop Dell Vostro 3591 GTNHJ1 (Core i5-1035G1/ 8GB RAM/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14199000,4,Dell,Intel Core i51035G1 Processor 100GHz up to 360GHz 4 nhân 8 luồng 6MB Intel Smart Cache,256,8,Full HD 1920 x 1080,15.6 ,Ngoài việc máy bị active trước ra thì k có vấn đề gì
47,Laptop Dell Vostro 3591 GTNHJ1 (Core i5-1035G1/ 8GB RAM/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14199000,4,Dell,Intel Core i51035G1 Processor 100GHz up to 360GHz 4 nhân 8 luồng 6MB Intel Smart Cache,256,8,Full HD 1920 x 1080,15.6 ,Mới nhận được hôm nay 312 Hẹn giao 212
47,Laptop Dell Vostro 3591 GTNHJ1 (Core i5-1035G1/ 8GB RAM/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14199000,4,Dell,Intel Core i51035G1 Processor 100GHz up to 360GHz 4 nhân 8 luồng 6MB Intel Smart Cache,256,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
47,Laptop Dell Vostro 3591 GTNHJ1 (Core i5-1035G1/ 8GB RAM/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14199000,4,Dell,Intel Core i51035G1 Processor 100GHz up to 360GHz 4 nhân 8 luồng 6MB Intel Smart Cache,256,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
48,Laptop Asus VivoBook 14 A415EA-EB358T (Core i3-1115G4/ 4GB LPDDR4x 3733MHz Onboard/ 256GB SSD M.2 PCIE G3X4/ 14 FHD/ Win10) - Hàng Chính Hãng ,12000000,4,Asus,Intel Core i31115G4 17GHz up to 41GHz 6MB,256,4,,14 ,Giao hàng nhanh máy không có gì để chê với tầm giá cực kỳ hài lòng
48,Laptop Asus VivoBook 14 A415EA-EB358T (Core i3-1115G4/ 4GB LPDDR4x 3733MHz Onboard/ 256GB SSD M.2 PCIE G3X4/ 14 FHD/ Win10) - Hàng Chính Hãng ,12000000,4,Asus,Intel Core i31115G4 17GHz up to 41GHz 6MB,256,4,,14 ,Cực kì hài lòng
48,Laptop Asus VivoBook 14 A415EA-EB358T (Core i3-1115G4/ 4GB LPDDR4x 3733MHz Onboard/ 256GB SSD M.2 PCIE G3X4/ 14 FHD/ Win10) - Hàng Chính Hãng ,12000000,4,Asus,Intel Core i31115G4 17GHz up to 41GHz 6MB,256,4,,14 ,Cực kì hài lòng
48,Laptop Asus VivoBook 14 A415EA-EB358T (Core i3-1115G4/ 4GB LPDDR4x 3733MHz Onboard/ 256GB SSD M.2 PCIE G3X4/ 14 FHD/ Win10) - Hàng Chính Hãng ,12000000,4,Asus,Intel Core i31115G4 17GHz up to 41GHz 6MB,256,4,,14 ,Cực kì hài lòng
49,Laptop HP Pavilion x360 14-dw0063TU 19D54PA 9Core i7-1065G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng ,20290000,6,HP,Intel Core i71065G7 13GHz up to 39GHz 8MB,512,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
49,Laptop HP Pavilion x360 14-dw0063TU 19D54PA 9Core i7-1065G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng ,20290000,6,HP,Intel Core i71065G7 13GHz up to 39GHz 8MB,512,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
49,Laptop HP Pavilion x360 14-dw0063TU 19D54PA 9Core i7-1065G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng ,20290000,6,HP,Intel Core i71065G7 13GHz up to 39GHz 8MB,512,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
49,Laptop HP Pavilion x360 14-dw0063TU 19D54PA 9Core i7-1065G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng ,20290000,6,HP,Intel Core i71065G7 13GHz up to 39GHz 8MB,512,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
49,Laptop HP Pavilion x360 14-dw0063TU 19D54PA 9Core i7-1065G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng ,20290000,6,HP,Intel Core i71065G7 13GHz up to 39GHz 8MB,512,8,Full HD 1920 x 1080,14 ,Hài lòng
